1	50.0018494024	13.7675986655
2	49.9998362358	13.7675986642
3	49.9991653409	13.7675986655
4	50.0005308386	0.0
5	50.0010930559	13.7675986655
6	50.0009657875	0.0
7	50.001269077	0.0
8	49.9991370736	41.3027959966
9	50.0009060547	27.5351973284
10	49.999781061	41.3027959966
11	49.9999831497	13.7675986642
12	49.9987887501	0.0
13	49.9994502243	13.7675986655
14	50.0000136319	96.3731906493
15	49.9996363166	68.8379933277
16	50.001115247	27.5351973284
17	50.0004790386	110.140789324
18	50.0006242914	123.90838799
19	49.9984979998	68.8379933209
20	49.9997487989	41.3027959966
21	50.0000381932	151.443585306
22	50.000771488	110.140789324
23	50.0001593123	234.049177314
24	49.9992191306	151.443585306
25	49.9999053795	110.140789324
26	50.0027903581	220.281578627
27	49.9997116191	192.746381317
28	50.0009765226	261.584374645
29	50.0007109807	247.816775955
30	49.9992055614	178.978782652
31	49.99990233	289.119571948
32	49.9994333908	316.654769307
33	49.9990925996	371.725163933
34	50.0016366425	316.654769307
35	49.9979134591	289.119571976
36	50.0010553097	234.049177291
37	50.000744373	385.492762635
38	50.0006261032	426.79555859
39	49.9998803833	316.654769307
40	50.0009597367	357.957565304
41	49.999848041	440.563157254
42	49.9987934466	399.2603613
43	50.0000791618	371.725163933
44	49.999261804	357.957565304
45	50.0004002889	413.027959966
46	49.9998419094	440.563157254
47	49.9994686953	357.957565304
48	50.0012782861	440.563157254
49	50.0000531579	413.027959966
50	50.0004052577	399.2603613
51	49.9983274822	344.189966605
52	50.000413054	289.119571976
53	49.9992805131	357.957565269
54	50.0009473145	330.422367973
55	49.9988693984	289.119571948
56	49.9995825674	178.978782652
57	49.9996995956	220.281578649
58	50.0012172295	289.119571948
59	50.0001131235	282.6055919932
60	50.0000158567	258.978782634
61	49.99896797	251.443585321
62	50.0005880816	236.3731906587
63	50.0005110149	235.21118397
64	50.000403231	216.3731906587
65	49.9995995273	223.908387978
66	50.0008866257	215.211183986
67	49.9991576522	196.3731906587
68	49.9983075479	182.6055919851
69	50.0020603319	155.0703946621
70	49.999315211	127.5351973284
71	50.0003601731	141.3027959966
72	50.00099481	155.0703946567
73	50.0001914933	143.7675986655
74	50.0012518027	147.5351973311
75	49.9989489367	143.7675986642
76	49.9979895946	123.7675986655
77	49.9999288236	123.7675986642
78	49.9994730389	103.7675986655
79	49.9993784547	90.0
80	50.0015611607	80.0
81	50.0004575946	83.7675986655
82	50.0010950481	80.0
83	50.0012796184	80.0
84	49.9997857311	52.0
85	49.9991461115	32.0
86	50.0005562187	32.0
87	49.9995376085	23.0
88	50.0002250869	20.0
89	49.9978564746	12.0
90	49.9995004692	11.0
91	49.9987503953	10.0
92	49.9988715908	10.0
93	50.0006890387	8.0
94	50.00049701	9.0
95	49.9989756842	2.0
96	50.0003571095	0.0
97	49.999874454	1.0
98	50.0010029433	6.0
99	50.0005460121	0.0
100	49.9994861196	3.7675986655
