42.119000,0.891000,18.860744,500,489,0,11.044761,2.366583,5.449401,37.186000,0.398000
106.936000,1.895000,41.138819,1000,983,0,30.762791,5.671011,4.705016,64.768000,1.895000
271.817000,1.267000,96.844115,5000,4721,0,57.941241,22.609124,16.293750,151.660000,1.267000
331.795000,1.114000,98.928815,10000,5505,0,52.753360,19.297040,26.878415,178.529000,0.328000
442.009000,0.786000,102.585656,15000,7184,0,70.709224,17.301901,14.574531,200.284000,0.234000
556.611000,1.017000,134.273757,20000,5287,0,84.681664,25.817169,23.774923,331.279000,0.283000
477.844000,1.354000,126.753354,25000,5250,0,54.808546,24.690222,47.254586,240.578000,0.304000
535.643000,1.461000,125.541217,30000,5627,0,58.774995,23.906742,42.859479,284.071000,1.461000
703.534000,2.862000,112.734678,35000,9831,0,57.249597,17.475213,38.009867,301.659000,2.528000
964.249000,0.875000,113.052660,40000,15369,0,67.494792,21.321385,24.236483,276.256000,0.267000
967.870000,1.176000,58.793104,45000,19600,0,29.870513,9.927812,18.994779,398.667000,0.243000
1393.219000,2.330000,90.574481,50000,23307,0,53.848832,15.345782,21.379867,385.192000,0.259000
1360.933000,0.751000,98.160761,55000,29158,0,39.188237,18.090929,40.881595,224.716000,0.299000
1391.322000,1.359000,83.609119,60000,33977,0,32.488462,13.731321,37.389336,246.950000,1.359000
