0.0,0,0
1.0,0,0
2.0,0,0
3.0,0,0
4.0,0,0
5.0,0,0
6.0,0.286748263895,0.286748263895
7.0,0.721605733838,0.721605733838
8.0,1.02074143225,1.02074143225
9.0,1.17483459646,1.17483459646
10.0,1.33820301656,1.33820301656
11.0,6.46467725289,6.46467725289
12.0,6.92785008874,6.92785008874
13.0,7.0316657103,7.0316657103
14.0,7.32274059346,7.32274059346
15.0,7.52367433544,7.52367433544
16.0,7.91549439542,7.91549439542
17.0,7.98517841985,7.98517841985
18.0,8.08457021267,8.08457021267
19.0,8.50748236717,8.50748236717
20.0,8.55841503211,8.55841503211
21.0,5.53056397732,5.53056397732
22.0,5.99951810452,5.99951810452
23.0,6.4090539379,6.4090539379
24.0,6.62341225446,6.62341225446
25.0,6.64856568383,6.64856568383
26.0,6.75406332087,6.75406332087
27.0,7.01848072175,7.01848072175
28.0,7.22259588453,7.22259588453
29.0,7.35766190019,7.35766190019
30.0,7.43583248391,7.43583248391
31.0,7.11954647753,7.11954647753
32.0,7.54902962387,7.54902962387
33.0,7.97272197158,7.97272197158
34.0,8.14876670569,8.14876670569
35.0,8.34532514927,8.34532514927
36.0,8.43608048072,8.43608048072
37.0,8.9321941175,8.9321941175
38.0,9.25582129248,9.25582129248
39.0,9.59073202908,9.59073202908
40.0,9.8159937764,9.8159937764
41.0,10.0644910162,10.0644910162
42.0,12.3361763688,12.3361763688
43.0,12.5279231111,12.5279231111
44.0,12.5788283955,12.5788283955
45.0,13.0515717656,13.0515717656
46.0,13.1938810973,13.1938810973
47.0,13.4129128616,13.4129128616
48.0,13.758261438,13.758261438
49.0,14.1662030576,14.1662030576
50.0,14.1799488595,14.1799488595
51.0,14.2774766887,14.2774766887
52.0,9.49076288089,9.49076288089
53.0,9.51368410696,9.51368410696
54.0,9.75374546806,9.75374546806
55.0,10.068306598,10.068306598
56.0,10.5299208973,10.5299208973
57.0,10.7643521929,10.7643521929
58.0,11.2185715334,11.2185715334
59.0,11.3896339646,11.3896339646
60.0,11.4372876927,11.4372876927
61.0,11.5146741249,11.5146741249
62.0,11.7670139979,11.7670139979
63.0,18.0354156342,18.0354156342
64.0,18.5074821468,18.5074821468
65.0,18.7456425938,18.7456425938
66.0,18.9611201907,18.9611201907
67.0,19.021648384,19.021648384
68.0,19.174270071,19.174270071
69.0,19.1942771943,19.1942771943
70.0,19.6516109944,19.6516109944
71.0,20.001550827,20.001550827
72.0,20.2105467022,20.2105467022
73.0,20.5894829088,20.5894829088
74.0,20.9411263302,20.9411263302
75.0,8.56050550146,8.56050550146
76.0,8.73732963596,8.73732963596
77.0,9.16762463284,9.16762463284
78.0,9.64726968798,9.64726968798
79.0,10.1427218099,10.1427218099
80.0,10.2575675119,10.2575675119
81.0,10.6264654659,10.6264654659
82.0,10.7856469402,10.7856469402
83.0,11.1149912465,11.1149912465
84.0,11.5492909119,11.5492909119
85.0,11.6756161729,11.6756161729
86.0,11.8182406428,11.8182406428
87.0,130.620221105,130.620221105
88.0,165.447495444,165.447495444
89.0,198.813484865,198.813484865
90.0,199.115118283,199.115118283
91.0,196.913619348,196.913619348
92.0,194.21814181,194.21814181
93.0,192.039134146,192.039134146
94.0,194.152584309,194.152584309
95.0,172.560298999,182.560298999
96.0,136.298229314,186.298229314
97.0,144.016008932,174.016008932
98.0,135.611160059,175.611160059
99.0,135.876774593,165.876774593
100.0,35.632636646,142.632636646
101.0,35.9100830459,169.9100830459
102.0,5.51847959813,153.51847959813
103.0,5.88361339873,155.88361339873
104.0,6.38265381147,143.38265381147
105.0,6.87920153913,141.87920153913
106.0,6.92626853435,133.92626853435
107.0,7.00390608915,132.00390608915
108.0,7.39942152279,129.39942152279
109.0,7.64489303933,113.64489303933
