380.0,0.0,0,1,38
381.0,0.0,0,1,49
382.0,0.0,0,1,43
383.0,0.0,0,0,39
384.0,0.0,0,0,29
385.0,0.0,0,0,24
386.0,0.0,0,0,23
387.0,0.0,0,0,22
388.0,0.0,0,0,25
389.0,0.0,0,0,43
390.0,0.0,0,0,49
391.0,0.0,0,0,32
392.0,0.0,0,0,38
393.0,0.0,0,0,23
394.0,0.0,0,0,13
395.0,0.0,0,0,34
396.0,0.0,0,0,42
397.0,0.0,0,0,46
398.0,0.0,0,0,19
399.0,0.0,0,0,19
