0.0,0.0,1,1,38
1.0,0.0,1,1,21
2.0,0.0,1,1,19
3.0,0.0,1,1,37
4.0,0.0,1,1,19
5.0,0.0,1,1,41
6.0,0.0,1,1,35
7.0,0.0,1,1,14
8.0,0.0,1,1,25
9.0,0.0,1,1,45
10.0,268.038326476,1,1,32
11.0,535.925545154,1,1,31
12.0,803.871866635,1,1,42
13.0,803.871866635,1,1,20
14.0,803.871866635,1,1,12
15.0,803.871866635,1,1,30
16.0,803.871866635,1,1,48
17.0,803.871866635,1,1,26
18.0,803.871866635,1,1,38
19.0,803.871866635,1,1,43
20.0,1070.91091048,1,1,9
21.0,1337.6814159,2,1,26
22.0,1605.70372067,2,1,50
23.0,1605.70372067,2,1,34
24.0,1605.70372067,2,1,7
25.0,1605.70372067,2,1,48
26.0,1605.70372067,2,1,17
27.0,1605.70372067,2,1,11
28.0,1605.70372067,2,1,6
29.0,1605.70372067,2,1,29
30.0,1873.11556362,2,1,46
31.0,2140.72939974,3,1,30
32.0,2408.75515767,3,1,29
33.0,2408.75515767,3,1,43
34.0,2408.75515767,3,1,37
35.0,2408.75515767,3,1,40
36.0,2408.75515767,3,1,16
37.0,2408.75515767,3,1,16
38.0,2408.75515767,3,1,48
39.0,2408.75515767,3,1,36
40.0,2675.72916734,3,1,34
41.0,2943.04685094,3,1,43
42.0,3211.28360901,4,1,39
43.0,3211.28360901,4,1,31
44.0,3211.28360901,4,1,48
45.0,3211.28360901,4,1,49
46.0,3211.28360901,4,1,43
47.0,3211.28360901,4,1,15
48.0,3211.28360901,4,1,23
49.0,3211.28360901,4,1,46
50.0,3479.34331893,4,1,14
51.0,3747.24370199,4,1,15
52.0,4015.05029789,5,1,7
53.0,4015.05029789,5,1,16
54.0,4015.05029789,5,1,27
55.0,4015.05029789,5,1,14
56.0,4015.05029789,5,1,25
57.0,4015.05029789,5,1,34
58.0,4015.05029789,5,1,27
59.0,4015.05029789,5,1,42
60.0,4283.19810928,5,1,35
61.0,4550.05425817,5,1,45
62.0,4816.78001538,5,1,49
63.0,4816.78001538,6,1,23
64.0,4816.78001538,6,1,18
65.0,4816.78001538,6,1,12
66.0,4816.78001538,6,1,14
67.0,4816.78001538,6,1,35
68.0,4816.78001538,6,1,28
69.0,4816.78001538,6,1,32
70.0,5085.0625613,6,1,44
71.0,5351.88330772,6,1,32
72.0,5620.41418775,6,1,29
73.0,5620.41418775,6,1,21
74.0,5620.41418775,6,1,43
75.0,5620.41418775,7,1,12
76.0,5620.41418775,7,1,19
77.0,5620.41418775,7,1,6
78.0,5620.41418775,7,1,49
79.0,5620.41418775,7,1,34
80.0,5888.1141965,7,1,25
81.0,6155.23519012,7,1,11
82.0,6422.89251107,7,1,50
83.0,6422.89251107,7,1,39
84.0,6422.89251107,7,1,48
85.0,6422.89251107,7,1,30
86.0,6422.89251107,7,1,35
87.0,6422.89251107,8,2,28
88.0,6422.89251107,8,2,27
89.0,6422.89251107,8,2,26
90.0,6690.64864291,8,2,8
91.0,6958.72744126,8,2,48
92.0,7226.80838899,8,2,19
93.0,7226.80838899,8,2,21
94.0,7226.80838899,8,2,39
95.0,7226.80838899,8,2,30
96.0,7226.80838899,8,2,38
97.0,7226.80838899,8,2,7
98.0,7226.80838899,8,2,42
99.0,7226.80838899,8,2,25
100.0,7495.08357378,8,2,40
101.0,7762.93509877,8,2,34
102.0,8030.43920262,9,2,38
103.0,8030.43920262,9,2,29
104.0,8030.43920262,9,2,5
105.0,8030.43920262,9,2,40
106.0,8030.43920262,9,2,13
107.0,8030.43920262,9,2,41
108.0,8030.43920262,9,2,38
109.0,8030.43920262,9,2,10
110.0,8297.48460605,9,2,37
111.0,8564.75023663,9,2,8
112.0,8833.20315151,9,2,18
113.0,8833.20315151,9,2,37
114.0,8833.20315151,9,2,39
115.0,8833.20315151,9,2,16
116.0,8833.20315151,9,2,30
117.0,8833.20315151,9,2,27
118.0,8833.20315151,9,2,40
119.0,8833.20315151,10,2,28
120.0,9100.46847413,10,2,9
121.0,9368.20157996,10,2,50
122.0,9636.05683862,10,2,35
123.0,9636.05683862,10,2,47
124.0,9636.05683862,10,2,11
125.0,9636.05683862,10,2,18
126.0,9636.05683862,10,2,33
127.0,9636.05683862,10,2,11
128.0,9636.05683862,10,2,20
129.0,9636.05683862,11,2,49
130.0,9903.25878981,11,2,27
131.0,10170.438121,11,2,25
132.0,10437.9962496,11,2,16
133.0,10437.9962496,11,2,31
134.0,10437.9962496,11,2,36
135.0,10437.9962496,11,2,38
136.0,10437.9962496,11,2,17
137.0,10437.9962496,11,2,36
138.0,10437.9962496,11,2,17
139.0,10437.9962496,11,2,21
140.0,10706.2732607,11,2,14
141.0,10974.0737411,11,2,26
142.0,11242.7001019,11,2,35
143.0,11242.7001019,11,2,5
144.0,11242.7001019,11,2,8
145.0,11242.7001019,11,2,6
146.0,11242.7001019,11,2,32
147.0,11242.7001019,11,2,43
148.0,11242.7001019,11,2,16
149.0,11242.7001019,11,2,35
150.0,10976.0334352,11,2,11
151.0,10709.3667686,11,2,49
152.0,10442.7001019,10,2,42
153.0,10442.7001019,10,2,14
154.0,10442.7001019,10,2,16
155.0,10442.7001019,10,2,27
156.0,10442.7001019,10,2,46
157.0,10442.7001019,10,2,33
158.0,10442.7001019,10,2,47
159.0,10442.7001019,10,2,6
160.0,10176.0334352,10,2,25
161.0,9909.36676856,10,2,45
162.0,9642.70010189,10,2,12
163.0,9642.70010189,10,2,50
164.0,9642.70010189,10,2,24
165.0,9642.70010189,10,2,42
166.0,9642.70010189,10,2,5
167.0,9642.70010189,10,2,12
168.0,9642.70010189,10,2,47
169.0,9642.70010189,10,2,12
170.0,9376.03343522,10,2,25
171.0,9109.36676856,10,2,25
172.0,8842.70010189,10,2,23
173.0,8842.70010189,10,2,49
174.0,8842.70010189,10,2,40
175.0,8842.70010189,10,2,23
176.0,8842.70010189,9,2,34
177.0,8842.70010189,9,2,35
178.0,8842.70010189,9,2,23
179.0,8842.70010189,9,2,22
180.0,8576.03343522,9,2,35
181.0,8309.36676856,9,2,5
182.0,8042.70010189,9,2,20
183.0,8042.70010189,9,2,9
184.0,8042.70010189,9,2,35
185.0,8042.70010189,9,2,5
186.0,8042.70010189,9,2,37
187.0,8042.70010189,9,2,6
188.0,8042.70010189,9,2,12
189.0,8042.70010189,9,2,34
190.0,7776.03343522,9,2,35
191.0,7509.36676856,8,2,26
192.0,7242.70010189,8,2,28
193.0,7242.70010189,8,2,17
194.0,7242.70010189,8,2,38
195.0,7242.70010189,8,2,22
196.0,7242.70010189,8,2,39
197.0,7242.70010189,8,2,44
198.0,7242.70010189,8,2,46
199.0,7242.70010189,8,2,46
200.0,6976.03343522,8,2,9
201.0,6709.36676856,8,2,30
202.0,6442.70010189,8,2,29
203.0,6442.70010189,8,2,50
204.0,6442.70010189,8,2,24
205.0,6442.70010189,8,2,33
206.0,6442.70010189,7,2,14
207.0,6442.70010189,7,2,33
208.0,6442.70010189,7,2,38
209.0,6442.70010189,7,2,17
210.0,6176.03343522,7,2,44
211.0,5909.36676856,7,2,43
212.0,5642.70010189,7,2,7
213.0,5642.70010189,7,2,11
214.0,5642.70010189,7,2,34
215.0,5642.70010189,7,2,47
216.0,5642.70010189,7,2,42
217.0,5642.70010189,7,2,37
218.0,5642.70010189,7,2,22
219.0,5642.70010189,7,2,37
220.0,5376.03343522,7,2,41
221.0,5109.36676856,7,2,9
222.0,4842.70010189,7,2,43
223.0,4842.70010189,6,2,8
224.0,4842.70010189,6,2,24
225.0,4842.70010189,6,2,20
226.0,4842.70010189,6,2,27
227.0,4842.70010189,6,2,38
228.0,4842.70010189,6,2,47
229.0,4842.70010189,6,2,38
230.0,4576.03343522,6,2,48
231.0,4309.36676856,6,2,7
232.0,4042.70010189,6,2,17
233.0,4042.70010189,6,2,8
234.0,4042.70010189,6,2,39
235.0,4042.70010189,6,2,14
236.0,4042.70010189,6,2,18
237.0,4042.70010189,6,2,33
238.0,4042.70010189,6,2,28
239.0,4042.70010189,6,2,14
240.0,3776.03343522,6,2,26
241.0,3509.36676856,6,2,47
242.0,3242.70010189,5,2,26
243.0,3242.70010189,5,2,39
244.0,3242.70010189,5,2,43
245.0,3242.70010189,5,2,7
246.0,3242.70010189,5,2,21
247.0,3242.70010189,5,2,19
248.0,3242.70010189,5,2,42
249.0,3242.70010189,5,2,10
250.0,2976.03343522,5,2,11
251.0,2709.36676856,5,2,33
252.0,2442.70010189,5,2,28
253.0,2442.70010189,5,2,50
254.0,2442.70010189,5,2,23
255.0,2442.70010189,5,2,39
256.0,2442.70010189,5,2,21
257.0,2442.70010189,5,2,50
258.0,2442.70010189,4,2,44
259.0,2442.70010189,4,2,43
260.0,2176.03343522,4,2,18
261.0,1909.36676856,4,2,9
262.0,1642.70010189,4,2,10
263.0,1642.70010189,4,2,39
264.0,1642.70010189,4,2,47
265.0,1642.70010189,4,2,19
266.0,1642.70010189,4,2,9
267.0,1642.70010189,4,2,25
268.0,1642.70010189,4,2,38
269.0,1642.70010189,4,2,44
270.0,1376.03343522,4,2,49
271.0,1109.36676856,4,2,18
272.0,842.70010189,4,2,16
273.0,842.70010189,4,2,12
274.0,842.70010189,4,2,36
275.0,842.70010189,4,2,49
276.0,842.70010189,4,2,50
277.0,842.70010189,4,2,50
278.0,842.70010189,3,2,44
279.0,842.70010189,3,2,10
280.0,576.033435223,3,2,9
281.0,309.366768556,3,2,11
282.0,42.7001018897,3,2,49
283.0,42.7001018897,3,2,40
284.0,42.7001018897,3,2,49
285.0,42.7001018897,3,2,45
286.0,42.7001018897,3,2,24
287.0,42.7001018897,3,2,7
288.0,42.7001018897,3,2,26
289.0,42.7001018897,3,2,43
290.0,0.0,3,2,32
291.0,0.0,3,2,20
292.0,0.0,3,2,18
293.0,0.0,2,1,14
294.0,0.0,2,1,22
295.0,0.0,2,1,46
296.0,0.0,2,1,18
297.0,0.0,2,1,23
298.0,0.0,2,1,21
299.0,0.0,2,1,48
300.0,0.0,2,1,42
301.0,0.0,2,1,29
302.0,0.0,2,1,27
303.0,0.0,2,1,39
304.0,0.0,2,1,12
305.0,0.0,2,1,31
306.0,0.0,2,1,35
307.0,0.0,2,1,21
308.0,0.0,2,1,20
309.0,0.0,2,1,11
310.0,0.0,2,1,22
311.0,0.0,1,1,9
312.0,0.0,1,1,20
313.0,0.0,1,1,32
314.0,0.0,1,1,35
315.0,0.0,1,1,43
316.0,0.0,1,1,19
317.0,0.0,1,1,24
318.0,0.0,1,1,40
319.0,0.0,1,1,15
320.0,0.0,1,1,31
321.0,0.0,1,1,42
322.0,0.0,1,1,10
323.0,0.0,0,1,28
324.0,0.0,0,1,32
325.0,0.0,0,1,23
326.0,0.0,0,1,34
327.0,0.0,0,1,36
328.0,0.0,0,1,19
329.0,0.0,0,1,47
330.0,0.0,0,1,19
331.0,0.0,0,1,21
332.0,0.0,0,1,33
333.0,0.0,0,1,15
334.0,0.0,0,1,6
335.0,0.0,0,1,38
336.0,0.0,0,1,18
337.0,0.0,0,1,41
338.0,0.0,0,1,45
339.0,0.0,0,1,13
340.0,0.0,0,1,7
341.0,0.0,0,1,16
342.0,0.0,0,1,20
343.0,0.0,0,1,47
344.0,0.0,0,1,50
345.0,0.0,0,1,6
346.0,0.0,0,1,43
347.0,0.0,0,1,45
348.0,0.0,0,1,36
349.0,0.0,0,1,42
350.0,0.0,0,1,17
351.0,0.0,0,1,30
352.0,0.0,0,1,16
353.0,0.0,0,1,35
354.0,0.0,0,1,43
355.0,0.0,0,1,26
356.0,0.0,0,1,20
357.0,0.0,0,1,14
358.0,0.0,0,1,22
359.0,0.0,0,1,10
360.0,0.0,0,1,34
361.0,0.0,0,1,8
362.0,0.0,0,1,16
363.0,0.0,0,1,38
364.0,0.0,0,1,17
365.0,0.0,0,1,5
366.0,0.0,0,1,46
367.0,0.0,0,1,22
368.0,0.0,0,1,49
369.0,0.0,0,1,37
370.0,0.0,0,1,14
371.0,0.0,0,1,27
372.0,0.0,0,1,35
373.0,0.0,0,1,39
374.0,0.0,0,1,5
375.0,0.0,0,1,39
376.0,0.0,0,1,48
377.0,0.0,0,1,47
378.0,0.0,0,1,14
379.0,0.0,0,1,44
